,GEO_CODE,One person household\ Aged 65 and over,One person household\ Aged 0 to 64,One family only\ All aged 65 and over,One family only\ Lone parent\ All children non-dependent,One family only\ Couple family\ No children,One family only\ Couple family\ With dependent children,One family only\ Couple family\ All children non-dependent,One family only\ Lone parent\ With dependent children,Other household types\ Other (including all full-time students and all aged 65 and over)
1878,S01001915,58,43,49,8,65,91,25,6,18
1879,S01001888,51,24,43,10,80,108,22,3,14
1880,S01001885,63,25,74,5,82,118,30,6,22
1881,S01001901,95,39,32,11,59,110,15,16,22
1882,S01001911,35,51,24,10,43,96,14,9,19
1883,S01001918,79,278,21,6,84,19,7,21,58
1884,S01001928,63,167,26,7,87,36,9,11,49
1885,S01001916,99,133,22,9,75,40,1,10,65
1886,S01001905,55,74,23,3,71,104,16,7,33
1887,S01001896,60,35,23,7,55,110,17,10,18
1888,S01001878,62,22,81,6,104,107,33,4,14
1889,S01001902,44,63,36,4,83,91,19,10,32
1890,S01001875,53,14,46,4,82,99,28,5,16
1891,S01001883,16,46,19,5,58,74,4,5,6
1892,S01001871,100,52,34,14,51,73,19,36,24
1893,S01001861,81,127,43,22,50,63,20,61,31
1894,S01001856,120,54,35,10,35,47,6,27,14
1895,S01001850,44,52,24,11,53,79,26,27,16
1896,S01001841,35,40,18,17,39,86,12,34,19
1897,S01001831,72,45,49,20,36,59,33,20,16
1898,S01001843,61,71,30,26,42,52,20,43,19
1899,S01001848,93,70,40,25,43,36,22,46,20
1900,S01001824,62,37,46,36,39,62,19,21,25
1901,S01001821,16,2,8,1,41,102,3,0,2
1902,S01001814,11,22,9,3,78,115,11,4,12
1903,S01001813,21,24,35,6,70,78,26,7,10
1904,S01001818,74,28,62,10,67,64,19,7,13
1905,S01001837,56,48,42,7,55,111,27,12,14
1906,S01001811,28,23,45,4,64,80,20,9,7
1907,S01001853,48,22,62,15,57,75,29,10,7
1908,S01001845,11,10,20,2,51,131,22,8,10
1909,S01001846,28,16,32,10,47,126,38,11,14
1910,S01001830,37,26,31,8,57,130,25,12,10
1911,S01001828,9,37,2,7,40,130,20,12,4
1912,S01001812,24,7,29,4,46,72,11,3,8
1913,S01001804,49,76,27,6,95,117,40,22,20
1914,S01001798,41,13,37,6,80,106,50,2,6
1915,S01001803,12,82,20,5,125,110,25,20,22
1916,S01001802,4,67,7,6,120,81,15,16,23
1917,S01001825,20,87,14,4,89,94,15,12,15
1918,S01001822,85,114,38,14,104,85,25,13,17
1919,S01001810,31,58,41,8,85,87,34,18,19
1920,S01001808,39,25,30,10,49,40,21,19,18
1921,S01001799,30,27,11,18,41,67,24,71,32
1922,S01001809,65,102,12,18,38,39,15,76,29
1923,S01001820,63,52,37,10,39,56,23,37,27
1924,S01001823,91,140,41,24,57,53,11,65,38
1925,S01001839,98,80,36,21,47,50,24,44,29
1926,S01001832,45,46,37,15,46,40,25,18,23
1927,S01001817,51,37,31,17,52,39,21,25,26
1928,S01001838,44,32,31,10,39,52,16,13,14
1929,S01001826,127,115,17,15,40,45,13,88,32
1930,S01001827,92,90,25,11,80,74,18,47,31
1931,S01001834,57,43,29,12,55,31,27,15,13
1932,S01001847,92,67,36,23,49,38,23,29,32
1933,S01001859,45,37,30,25,66,56,44,48,30
1934,S01001867,30,23,13,14,29,38,25,27,14
1935,S01001882,22,90,20,7,62,79,14,24,16
1936,S01001906,93,147,27,18,57,24,24,59,39
1937,S01001879,39,159,9,12,26,37,6,66,16
1938,S01001870,40,70,21,22,28,38,37,50,18
1939,S01001857,54,38,32,16,53,51,37,28,25
1940,S01001872,30,52,36,15,58,63,27,15,14
1941,S01001851,19,43,22,3,80,96,18,7,9
1942,S01001842,8,50,10,7,66,112,14,10,11
1943,S01001855,29,28,19,3,70,108,8,12,12
1944,S01001869,48,40,48,10,72,68,35,11,20
1945,S01001858,57,31,49,8,61,84,23,6,13
1946,S01001873,43,11,44,3,72,90,14,3,11
1947,S01001868,45,35,39,5,70,57,20,6,18
1948,S01001889,51,57,14,6,36,55,16,9,19
1949,S01001884,138,73,48,25,50,60,22,41,41
1950,S01001876,88,70,44,32,66,59,29,33,47
1951,S01001891,96,30,37,12,28,43,14,34,19
1952,S01001895,55,53,40,16,42,37,25,46,27
1953,S01001903,36,37,10,19,28,37,22,18,33
1954,S01001907,78,47,49,23,39,46,25,18,31
1955,S01001908,25,26,43,5,55,79,26,8,21
1956,S01001924,80,48,29,12,56,65,13,12,23
1957,S01001936,170,76,59,13,64,78,14,9,38
1958,S01001940,42,46,22,3,65,60,18,11,48
1959,S01001920,96,39,56,18,32,49,12,15,37
1960,S01001925,50,25,31,10,70,87,16,9,19
1961,S01001941,41,56,28,7,60,69,24,7,49
1962,S01001951,144,106,39,5,65,39,14,21,18
1963,S01001958,119,92,44,17,57,40,20,29,52
1964,S01001989,68,38,54,14,77,86,29,4,17
1965,S01001976,56,54,28,6,46,39,11,9,75
1966,S01001960,53,54,17,5,59,81,12,15,65
1967,S01001992,40,36,22,2,66,80,7,12,54
1968,S01002028,39,48,7,7,32,27,5,4,156
1969,S01002054,22,148,6,4,76,14,3,18,93
1970,S01002049,48,193,11,10,71,25,5,18,169
1971,S01001981,53,118,11,4,73,32,10,14,83
1972,S01001983,25,104,12,5,54,46,5,8,83
1973,S01001952,38,37,17,5,44,75,24,8,36
1974,S01001970,54,16,43,5,51,51,14,4,18
1975,S01001945,72,53,31,4,57,60,17,10,18
1976,S01001927,107,39,54,5,70,66,25,7,30
1977,S01001975,162,31,28,7,51,53,14,2,57
1978,S01002009,39,104,19,2,56,32,12,9,104
1979,S01002020,8,68,2,1,30,9,1,2,97
1980,S01002034,41,148,5,3,69,25,5,15,145
1981,S01002013,69,70,20,3,48,50,8,12,82
1982,S01002037,41,69,4,6,36,15,4,7,117
1983,S01002014,29,69,10,5,51,29,3,7,115
1984,S01002002,11,43,2,7,17,27,5,8,135
1985,S01001987,31,35,7,6,24,30,6,11,133
1986,S01001999,21,34,4,2,18,21,3,5,153
1987,S01002010,19,30,8,3,32,19,3,1,82
1988,S01002019,20,30,7,3,26,31,8,7,135
1989,S01002029,26,52,6,5,26,22,6,3,132
1990,S01002038,13,50,2,4,19,35,1,6,123
1991,S01001990,51,70,19,3,53,46,17,6,113
1992,S01001944,72,29,57,3,70,42,8,4,12
1993,S01001914,38,27,27,6,45,69,15,1,9
1994,S01001917,30,32,23,7,39,78,15,6,16
1995,S01001938,35,60,13,4,47,33,5,5,54
1996,S01001942,88,53,15,2,29,29,3,7,62
1997,S01001939,63,60,13,3,37,23,2,9,81
1998,S01001930,43,161,16,9,87,32,5,11,67
1999,S01001993,37,25,18,3,55,70,9,10,54
2000,S01001974,37,89,14,7,59,48,4,13,67
2001,S01001979,44,59,23,5,47,37,8,8,56
2002,S01001953,76,56,24,5,52,56,8,8,65
2003,S01002047,85,43,27,6,33,27,11,8,84
2004,S01002041,32,145,9,4,67,35,10,15,94
2005,S01002023,17,100,7,2,59,39,6,5,100
2006,S01001996,33,76,11,3,55,31,3,13,159
2007,S01002008,34,118,16,8,67,46,11,12,92
2008,S01002024,23,97,5,6,49,40,4,9,90
2009,S01002032,44,95,21,6,75,35,5,13,74
2010,S01002012,38,88,12,10,63,31,6,11,91
2011,S01002004,38,172,21,6,82,29,9,12,74
2012,S01002016,19,127,5,4,71,18,2,6,62
2013,S01002040,30,100,12,8,46,17,1,20,61
2014,S01002025,38,307,12,5,116,11,3,9,58
2015,S01002030,28,224,6,2,99,27,4,14,65
2016,S01002058,50,227,6,7,72,18,6,12,42
2017,S01002046,27,215,3,10,53,12,2,15,42
2018,S01002059,37,158,7,10,62,19,4,24,80
2019,S01002068,37,276,5,5,95,17,3,15,103
2020,S01002084,35,100,7,5,49,16,1,18,63
2021,S01002073,51,192,8,3,59,19,4,12,53
2022,S01002081,27,148,8,6,48,22,6,29,74
2023,S01002079,69,194,10,9,67,19,2,21,78
2024,S01002091,19,173,5,4,60,16,4,16,125
2025,S01002109,33,130,2,4,64,14,5,7,141
2026,S01002093,41,132,6,11,74,22,6,26,89
2027,S01002085,7,110,0,0,36,10,0,12,157
2028,S01002076,50,128,8,13,56,20,7,6,123
2029,S01002061,28,144,6,8,57,14,5,13,85
2030,S01002063,26,150,6,7,68,15,10,8,156
2031,S01002053,19,57,5,9,33,24,2,4,142
2032,S01002065,28,62,8,7,41,30,7,19,101
2033,S01002027,34,168,7,4,60,17,0,12,177
2034,S01002048,14,48,11,6,23,13,6,10,165
2035,S01002060,32,81,8,5,37,11,2,14,137
2036,S01002071,52,77,9,6,44,13,3,4,117
2037,S01002066,28,156,8,7,67,25,6,17,66
2038,S01002106,32,143,12,7,56,8,3,6,114
2039,S01002117,45,186,8,6,63,12,4,11,46
2040,S01002161,23,117,9,2,52,12,4,3,102
2041,S01002131,42,141,8,8,64,16,4,15,79
2042,S01002128,27,176,7,4,81,23,4,4,98
2043,S01002108,16,128,1,10,55,15,1,18,194
2044,S01002118,69,193,12,9,58,16,2,15,112
2045,S01002086,13,113,3,4,46,12,6,10,76
2046,S01002087,127,190,20,10,78,14,5,28,124
2047,S01002070,35,151,11,4,50,16,4,10,83
2048,S01002101,70,184,15,24,45,34,10,52,57
2049,S01002104,59,197,12,20,64,34,13,36,91
2050,S01002129,65,136,20,9,46,13,9,13,78
2051,S01002160,67,179,18,14,64,30,6,26,54
2052,S01002159,64,105,20,6,62,45,9,11,56
2053,S01002151,53,309,12,14,133,34,11,26,56
2054,S01002163,65,291,17,15,129,30,5,23,58
2055,S01002183,64,208,27,3,115,34,6,17,40
2056,S01002198,57,202,15,5,102,33,6,20,59
2057,S01002175,60,235,16,4,127,48,15,21,44
2058,S01002197,22,163,8,5,73,25,4,16,26
2059,S01002171,40,34,30,11,65,51,20,13,18
2060,S01002146,51,189,19,8,110,46,14,20,52
2061,S01002150,37,87,18,10,66,55,9,18,32
2062,S01002139,39,34,21,7,54,87,20,4,16
2063,S01002124,41,21,38,9,70,80,26,6,12
2064,S01002094,65,61,44,21,57,51,19,22,16
2065,S01002098,93,28,37,11,52,60,20,17,12
2066,S01002039,32,37,36,9,54,58,15,15,14
2067,S01001982,52,138,4,15,26,14,6,35,22
2068,S01001966,52,121,10,14,23,48,15,54,32
2069,S01001957,53,126,18,20,42,46,16,46,31
2070,S01001978,84,97,21,11,39,46,12,62,21
2071,S01001948,25,85,7,8,24,70,9,61,24
2072,S01001935,24,142,7,13,30,42,8,68,16
2073,S01001956,24,65,14,16,36,63,21,54,23
2074,S01002000,47,61,24,11,61,71,24,33,15
2075,S01001962,40,67,25,19,64,77,25,15,19
2076,S01002017,83,81,33,27,50,50,30,60,50
2077,S01002044,36,59,16,24,25,48,13,63,22
2078,S01002062,65,40,35,12,36,44,18,29,15
2079,S01002051,106,42,48,23,32,57,32,19,25
2080,S01002083,96,39,51,13,30,24,17,14,14
2081,S01002006,8,58,8,3,96,120,25,15,20
2082,S01002003,48,50,15,15,83,90,19,13,17
2083,S01002055,15,24,27,5,73,109,25,13,18
2084,S01002090,107,28,53,25,97,85,36,14,29
2085,S01002088,77,25,46,12,55,85,23,17,21
2086,S01002112,61,74,33,16,90,104,13,27,29
2087,S01002116,52,51,26,18,52,70,21,29,25
2088,S01002125,69,93,33,17,76,91,25,22,32
2089,S01002127,51,45,19,16,59,66,15,17,23
2090,S01002141,27,64,13,8,49,58,12,29,27
2091,S01002149,79,174,33,23,71,55,19,48,38
2092,S01002181,62,169,23,8,90,42,9,25,21
2093,S01002100,31,38,31,8,64,46,14,13,17
2094,S01002080,72,24,50,12,77,98,34,5,17
2095,S01002050,47,18,44,4,47,64,34,5,21
2096,S01002074,54,20,53,9,50,60,21,6,9
2097,S01002107,34,19,20,10,34,55,23,10,11
2098,S01002097,47,9,60,10,64,79,31,2,4
2099,S01002121,60,38,42,14,41,60,27,19,7
2100,S01002130,15,14,20,12,41,72,35,11,9
2101,S01002126,25,15,42,8,36,80,30,4,4
2102,S01002143,114,56,39,9,60,52,24,6,21
2103,S01002102,73,81,24,23,40,28,9,35,24
2104,S01002119,93,31,25,22,39,46,8,22,15
2105,S01002132,64,60,51,20,51,68,18,21,15
2106,S01002155,77,144,27,15,58,48,19,73,40
2107,S01002153,34,26,32,10,56,45,21,4,7
2108,S01002179,47,17,36,11,65,60,33,6,11
2109,S01002228,72,21,67,12,88,81,34,8,21
2110,S01002172,34,25,61,6,74,66,25,4,11
2111,S01002167,62,33,40,14,48,60,14,18,15
2112,S01002191,109,82,51,19,61,42,23,46,37
2113,S01002212,127,146,32,28,79,48,16,50,26
2114,S01002185,84,160,20,21,47,40,13,49,22
2115,S01002204,85,117,28,19,49,35,14,31,27
2116,S01002211,100,114,14,21,44,24,7,33,23
2117,S01002227,117,86,41,26,58,46,12,39,25
2118,S01002238,86,70,40,9,37,21,14,32,16
2119,S01002239,54,116,23,13,44,56,9,82,31
2120,S01002237,47,96,31,10,111,110,32,22,17
2121,S01002250,59,94,17,9,96,88,25,22,29
2122,S01002257,40,42,14,7,57,75,22,14,12
2123,S01002264,63,90,18,7,63,87,16,21,30
2124,S01002261,59,31,33,6,88,91,44,8,25
2125,S01002259,43,35,27,12,41,47,14,19,10
2126,S01002317,35,181,13,7,115,45,16,20,40
2127,S01002323,86,70,33,12,65,56,15,15,25
2128,S01002326,82,171,22,13,92,38,11,23,23
2129,S01002318,41,162,10,21,70,48,13,34,38
2130,S01002306,31,98,15,10,42,44,11,55,43
2131,S01002305,48,172,11,18,75,34,15,47,40
2132,S01002310,74,232,17,17,54,23,18,27,42
2133,S01002307,15,207,7,2,119,15,9,10,46
2134,S01002304,17,212,4,7,118,17,3,38,61
2135,S01002288,14,143,6,5,93,36,5,25,69
2136,S01002285,97,152,24,18,63,27,6,41,35
2137,S01002290,42,152,10,17,96,30,8,48,38
2138,S01002270,40,159,17,11,83,42,11,34,73
2139,S01002289,124,117,34,13,61,37,18,18,35
2140,S01002273,47,136,19,9,72,41,17,17,42
2141,S01002266,46,155,18,7,56,21,9,28,42
2142,S01002258,69,104,18,7,50,29,6,42,68
2143,S01002249,115,154,26,13,55,26,7,58,30
2144,S01002244,42,147,16,7,97,35,10,15,36
2145,S01002246,68,217,21,13,98,36,13,17,55
2146,S01002234,88,188,18,12,78,22,10,23,50
2147,S01002216,51,267,21,8,86,18,4,17,38
2148,S01002209,34,282,15,7,102,34,8,24,62
2149,S01002221,56,244,14,6,79,16,6,31,45
2150,S01002233,60,233,13,8,88,32,14,28,63
2151,S01002217,43,270,12,5,86,16,4,9,69
2152,S01002206,35,130,7,5,73,21,5,13,32
2153,S01002189,63,151,18,7,88,28,6,11,66
2154,S01002186,40,127,11,3,87,32,4,8,70
2155,S01002190,29,119,15,6,52,35,11,15,82
2156,S01002203,18,88,9,3,47,32,9,6,46
2157,S01002240,62,128,12,15,49,41,11,30,43
2158,S01002243,26,94,14,14,64,53,11,13,54
2159,S01002254,47,249,12,10,85,19,6,30,50
2160,S01002274,74,166,23,13,72,32,12,24,37
2161,S01002272,24,51,16,7,52,62,10,11,11
2162,S01002286,36,113,16,7,80,50,21,15,28
2163,S01002292,65,188,12,5,76,39,10,24,39
2164,S01002298,18,45,18,6,46,89,18,8,25
2165,S01002313,28,42,18,8,58,87,17,7,18
2166,S01002294,32,46,33,2,63,55,9,9,13
2167,S01002308,73,131,38,7,99,73,17,33,6
2168,S01002320,58,66,24,8,63,59,15,10,6
2169,S01002322,49,132,13,9,63,53,9,22,21
2170,S01002316,42,25,27,2,58,88,22,2,10
2171,S01002314,75,109,45,6,74,65,16,11,22
2172,S01002283,51,33,37,13,47,67,21,15,22
2173,S01002287,95,46,17,15,63,72,17,9,20
2174,S01002300,80,35,38,8,55,82,26,9,17
2175,S01002252,37,50,32,4,63,36,10,6,16
2176,S01002269,143,83,34,6,92,64,2,17,41
2177,S01002248,96,91,43,11,91,88,22,20,46
2178,S01002271,66,80,37,11,61,78,27,21,17
2179,S01002255,87,313,24,11,101,33,13,26,61
2180,S01002235,73,247,29,10,104,47,4,13,56
2181,S01002230,63,197,32,3,120,53,8,13,63
2182,S01002226,64,119,36,8,97,59,22,17,80
2183,S01002245,28,141,21,8,107,49,14,20,71
2184,S01002225,30,135,15,7,67,28,4,10,73
2185,S01002202,12,110,4,2,60,36,3,2,82
2186,S01002199,39,134,6,8,63,29,10,10,94
2187,S01002180,17,66,4,3,49,17,2,6,70
2188,S01002182,42,110,10,3,73,37,6,10,83
2189,S01002156,36,107,16,2,92,24,7,5,83
2190,S01002166,31,109,19,6,75,45,5,5,71
2191,S01002168,119,261,25,5,101,34,7,14,62
2192,S01002145,62,135,31,5,112,52,18,9,60
2193,S01002208,20,103,4,6,54,28,6,5,54
2194,S01002187,30,150,11,4,114,46,7,6,83
2195,S01002201,44,215,7,6,107,33,4,16,74
2196,S01002218,17,105,5,6,61,27,3,10,54
2197,S01002214,39,172,12,8,90,34,5,17,56
2198,S01002210,47,130,13,6,65,35,5,13,36
2199,S01002195,141,236,32,3,96,31,5,16,62
2200,S01002174,72,190,19,12,82,37,13,15,68
2201,S01002157,47,88,32,8,77,67,12,7,31
2202,S01002178,70,228,15,9,110,33,8,9,66
2203,S01002205,50,125,15,7,89,32,12,9,68
2204,S01002231,123,126,24,9,79,42,2,7,40
2205,S01002169,96,92,33,7,69,34,5,12,69
2206,S01002177,54,173,18,3,104,37,5,8,53
2207,S01002158,65,127,26,11,99,40,4,10,43
2208,S01002133,98,214,27,11,138,37,10,20,57
2209,S01002136,19,115,24,3,91,23,13,10,35
2210,S01002115,46,130,30,6,114,65,11,9,71
2211,S01002099,43,112,12,4,75,37,7,11,89
2212,S01002110,42,82,34,3,82,58,7,7,11
2213,S01002082,77,205,28,11,103,36,5,12,34
2214,S01002075,97,185,18,7,110,27,6,14,61
2215,S01002072,112,50,63,10,88,107,18,14,40
2216,S01002056,100,60,71,24,59,60,35,19,27
2217,S01002069,49,52,28,7,50,53,14,13,8
2218,S01002043,69,47,51,12,58,72,17,21,17
2219,S01002095,58,47,37,8,42,49,8,3,15
2220,S01002105,49,46,22,7,85,117,24,6,22
2221,S01002122,66,27,71,6,65,97,13,4,13
2222,S01002144,59,24,76,4,68,64,14,7,8
2223,S01002148,55,28,52,9,56,107,20,5,15
2224,S01002152,70,82,34,5,80,61,15,16,27
2225,S01002188,83,47,34,7,59,70,18,12,21
2226,S01002256,45,146,35,9,107,37,10,11,29
2227,S01002223,48,16,51,9,60,74,19,8,11
2228,S01002184,55,29,45,7,71,74,28,11,15
2229,S01002173,168,113,47,18,65,61,17,20,27
2230,S01002193,60,26,40,9,57,113,19,9,20
2231,S01002135,54,23,52,7,59,106,22,10,8
2232,S01002200,71,31,41,7,66,84,18,8,14
2233,S01002215,97,40,44,17,66,81,31,15,17
2234,S01002219,65,43,39,10,49,62,22,4,10
2235,S01002222,48,14,61,8,69,94,26,3,8
2236,S01002247,60,41,38,30,37,57,28,62,34
2237,S01002236,72,49,33,28,51,72,40,29,14
2238,S01002232,74,34,47,34,46,39,23,27,26
2239,S01002241,68,51,35,32,49,65,27,41,30
2240,S01002253,109,50,53,34,67,61,32,28,38
2241,S01002267,41,84,14,22,51,51,25,57,72
2242,S01002278,38,131,9,21,64,71,24,77,40
2243,S01002279,36,138,11,17,37,65,22,58,43
2244,S01002277,44,89,21,16,53,59,18,37,22
2245,S01002293,29,55,24,7,74,102,24,21,15
2246,S01002284,47,63,30,17,60,89,29,41,24
2247,S01002280,43,53,28,15,63,77,19,23,21
2248,S01002297,87,39,62,18,54,80,36,19,21
2249,S01002315,46,22,27,8,33,53,23,8,10
2250,S01002319,149,122,48,32,54,64,30,51,23
2251,S01002312,43,108,12,14,34,45,15,41,9
2252,S01002321,44,168,16,20,40,47,11,84,30
2253,S01002325,53,67,34,13,50,30,15,14,11
2254,S01002324,47,105,28,14,51,47,19,44,21
2255,S01002303,77,47,17,12,61,72,33,32,20
2256,S01002309,83,82,27,25,31,51,20,37,20
2257,S01002302,30,36,19,11,41,72,22,68,36
2258,S01002301,10,68,8,13,74,84,20,28,33
2259,S01002291,39,194,14,20,44,46,8,52,35
2260,S01002296,52,106,12,11,28,47,10,53,36
2261,S01002281,46,77,13,11,22,43,8,72,30
2262,S01002282,65,170,9,22,30,47,11,99,43
2263,S01002265,69,82,35,14,29,74,26,60,34
2264,S01002275,45,145,11,18,62,62,8,72,37
2265,S01002262,56,34,64,12,58,67,35,7,9
2266,S01002242,47,41,46,9,69,81,27,9,7
2267,S01002268,44,11,64,9,36,75,24,14,9
2268,S01002299,37,23,59,10,59,99,20,6,9
2269,S01002263,63,25,68,5,74,61,33,6,12
2270,S01002311,55,18,40,2,50,66,12,8,8
2271,S01002327,47,36,28,20,72,88,17,8,12
2272,S01002295,40,68,42,8,65,77,17,15,9
2273,S01002276,32,20,44,2,80,75,32,10,9
2274,S01002260,44,40,47,6,85,93,23,6,12
2275,S01002220,25,17,46,4,70,95,27,6,8
2276,S01002224,52,9,66,4,49,70,24,11,17
2277,S01002229,86,12,70,3,38,86,19,6,11
2278,S01002207,56,39,28,16,73,81,32,11,16
2279,S01002194,82,32,38,24,38,70,25,24,15
2280,S01002192,98,35,57,20,57,72,22,16,13
2281,S01002154,92,76,49,18,55,47,20,33,39
2282,S01002140,65,101,36,12,53,60,21,49,34
2283,S01002147,89,50,56,25,46,67,36,22,32
2284,S01002170,149,63,56,20,45,45,25,17,25
2285,S01002196,47,59,25,10,44,58,12,19,20
2286,S01002165,35,110,18,9,57,111,26,21,17
2287,S01002162,35,89,37,11,71,71,33,41,34
2288,S01002138,108,101,27,6,45,34,10,12,24
2289,S01002137,59,58,26,16,77,80,29,24,14
2290,S01002096,38,26,47,5,64,106,19,7,9
2291,S01002120,24,69,15,5,76,92,12,13,14
2292,S01002103,29,40,36,8,59,82,26,8,12
2293,S01002077,50,26,56,9,76,74,40,6,15
2294,S01002113,73,10,66,4,64,71,26,6,7
2295,S01002134,38,21,48,4,42,73,20,4,4
2296,S01002111,83,27,65,14,77,98,40,9,23
2297,S01002123,41,13,77,7,83,105,36,11,10
2298,S01002142,69,37,72,23,79,88,37,15,22
2299,S01002089,78,58,51,7,92,96,27,10,17
2300,S01002114,26,19,29,3,66,81,24,6,13
2301,S01002092,43,27,50,5,68,92,22,9,18
2302,S01002057,79,52,45,7,64,87,30,7,13
2303,S01002067,112,69,42,14,76,46,21,10,27
2304,S01002042,170,67,75,5,73,55,27,13,22
2305,S01002026,62,24,55,3,58,56,39,9,13
2306,S01002035,39,37,35,12,54,88,21,13,11
2307,S01001998,22,68,15,10,58,81,13,36,9
2308,S01001991,28,44,12,7,65,93,19,22,21
2309,S01001988,58,49,25,10,66,81,22,31,10
2310,S01001985,50,41,32,8,57,79,22,24,14
2311,S01001967,7,118,4,11,54,56,12,31,31
2312,S01001973,28,64,25,15,44,70,19,19,20
2313,S01002015,36,20,62,11,70,97,38,8,10
2314,S01002018,58,15,73,12,55,76,39,6,8
2315,S01002045,62,78,28,15,93,46,19,24,12
2316,S01001995,17,123,7,3,63,81,10,13,6
2317,S01001964,27,140,9,7,86,73,12,21,14
2318,S01002011,15,89,12,8,92,157,26,15,12
2319,S01001954,44,42,23,10,38,33,20,6,17
2320,S01002078,76,69,45,13,111,70,25,14,23
2321,S01001887,46,53,27,8,84,68,32,30,22
2322,S01001922,32,42,10,5,82,100,18,15,10
2323,S01001959,36,30,38,9,58,42,25,19,9
2324,S01002022,40,35,23,14,57,71,35,15,13
2325,S01002213,18,52,20,14,59,83,14,32,19
2326,S01002164,58,40,31,21,58,68,32,22,17
2327,S01002176,63,50,31,7,82,66,36,13,10
2328,S01002251,35,27,20,3,95,111,22,7,5
2329,S01002334,37,41,26,9,90,99,18,6,9
2330,S01002329,25,30,9,15,64,69,24,14,25
2331,S01002328,23,68,11,8,92,60,30,19,19
2332,S01002330,34,31,33,17,54,71,29,32,19
2333,S01002335,49,66,50,11,108,76,33,24,22
2334,S01002331,59,28,32,21,38,49,27,22,19
2335,S01002338,57,43,18,13,22,43,11,32,21
2336,S01002336,21,55,11,5,68,137,40,16,11
2337,S01002332,7,43,9,3,64,161,18,8,8
2338,S01002333,12,32,11,5,78,123,22,9,8
2339,S01002337,22,53,16,10,82,113,39,15,14
2340,S01002339,35,56,21,15,23,53,17,24,14
2341,S01002340,45,44,15,17,32,46,21,4,16
2342,S01002341,51,40,22,13,27,46,16,10,22
2343,S01002342,35,36,14,9,32,55,22,15,19
2344,S01002343,37,56,11,11,42,78,28,15,27
2345,S01002344,24,30,5,14,34,47,19,13,17
2346,S01002345,34,65,9,12,56,78,13,20,12
2347,S01002347,55,65,15,9,48,67,26,16,17
2348,S01002346,86,66,32,21,65,83,29,11,19
2349,S01002348,72,66,41,31,52,75,23,14,35
2350,S01002349,99,72,47,27,51,73,34,18,40
2351,S01002350,80,66,33,26,68,84,25,12,39
2352,S01002352,59,36,27,28,38,72,43,6,38
2353,S01002351,65,42,33,26,35,50,21,4,21
2354,S01002358,48,50,22,12,42,47,21,13,14
2355,S01002369,50,26,18,13,28,38,27,3,22
2356,S01002370,45,33,19,23,39,71,24,13,22
2357,S01002372,54,39,28,25,35,71,34,10,28
2358,S01002373,53,34,23,17,34,49,21,6,29
2359,S01002374,82,54,30,23,41,55,21,7,25
2360,S01002371,35,30,23,19,43,56,21,5,26
2361,S01002368,46,40,27,13,48,99,27,12,22
2362,S01002367,41,46,30,16,51,89,26,22,21
2363,S01002366,34,34,13,16,45,51,20,8,12
2364,S01002363,43,70,20,22,74,85,22,20,31
2365,S01002364,41,81,13,19,33,68,22,35,10
2366,S01002360,92,56,21,23,31,40,23,17,26
2367,S01002356,132,100,22,10,47,53,15,6,37
2368,S01002355,57,85,21,24,45,76,22,28,27
2369,S01002357,39,47,18,18,37,58,32,22,22
2370,S01002359,95,62,46,19,39,58,44,27,23
2371,S01002361,19,52,18,13,36,44,28,15,24
2372,S01002354,44,40,32,18,61,67,36,13,11
2373,S01002362,41,49,19,11,34,70,26,14,21
2374,S01002353,48,38,22,17,29,80,22,13,27
2375,S01002365,29,31,15,11,43,44,20,11,24
2376,S01002568,32,66,25,10,66,64,29,13,11
2377,S01002555,73,44,31,10,62,68,28,8,10
2378,S01002560,33,25,27,12,23,59,18,26,6
2379,S01002543,42,84,14,13,23,40,9,48,17
2380,S01002552,36,20,17,17,42,49,29,19,9
2381,S01002528,29,38,28,9,81,51,32,19,23
2382,S01002537,19,29,10,15,23,63,19,22,10
2383,S01002540,63,65,18,20,28,31,17,35,24
2384,S01002535,51,48,12,7,33,41,14,8,14
2385,S01002545,53,65,25,17,42,37,26,21,16
2386,S01002504,63,47,42,15,77,80,28,18,6
2387,S01002506,32,37,7,13,71,82,49,36,9
2388,S01002530,44,54,24,10,44,49,37,41,22
2389,S01002522,28,17,23,11,60,68,36,7,16
2390,S01002517,22,47,16,9,46,52,28,26,15
2391,S01002525,63,86,27,12,41,44,13,48,13
2392,S01002532,53,45,26,15,48,57,41,26,14
2393,S01002449,12,16,9,1,38,86,19,5,5
2394,S01002465,10,29,12,6,56,95,30,13,4
2395,S01002478,55,50,38,10,62,100,34,37,13
2396,S01002498,9,26,11,5,51,106,27,1,9
2397,S01002494,15,49,16,4,50,91,20,10,11
2398,S01002394,46,45,26,22,47,65,21,11,9
2399,S01002411,22,38,16,12,50,64,23,23,18
2400,S01002420,41,24,16,13,47,49,17,30,19
2401,S01002428,24,30,18,10,44,44,21,19,11
2402,S01002415,41,29,19,16,40,65,36,36,17
2403,S01002412,10,69,8,8,75,124,44,28,11
2404,S01002456,90,63,36,21,46,73,36,45,23
2405,S01002431,39,60,16,15,58,61,29,35,19
2406,S01002481,72,47,47,17,63,82,40,41,15
2407,S01002470,66,44,29,17,53,81,30,31,25
2408,S01002425,35,66,17,10,73,65,33,24,24
2409,S01002438,10,46,15,12,62,62,22,43,6
